"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0016486";"GO:0016486";"peptide hormone processing";"5/3897";"35/18805";0.142857142857143;0.689358114300378;-0.940464770874504;0.87855025232104;0.997533909668788;0.870010454241336;"CTSL/ERO1B/PCSK1/PCSK5/PCSK6";5
"GO:0034505";"GO:0034505";"tooth mineralization";"5/3897";"35/18805";0.142857142857143;0.689358114300378;-0.940464770874504;0.87855025232104;0.997533909668788;0.870010454241336;"ALPL/AMTN/FAM20C/SLC4A2/TGFB1";5
"GO:0043045";"GO:0043045";"epigenetic programming of gene expression";"5/3897";"35/18805";0.142857142857143;0.689358114300378;-0.940464770874504;0.87855025232104;0.997533909668788;0.870010454241336;"AXIN1/CDKN1C/IGF2/SUV39H1/TRIM28";5
"GO:0045777";"GO:0045777";"positive regulation of blood pressure";"5/3897";"35/18805";0.142857142857143;0.689358114300378;-0.940464770874504;0.87855025232104;0.997533909668788;0.870010454241336;"AVPR2/ID2/OXT/OXTR/PTPN1";5
"GO:0090075";"GO:0090075";"relaxation of muscle";"5/3897";"35/18805";0.142857142857143;0.689358114300378;-0.940464770874504;0.87855025232104;0.997533909668788;0.870010454241336;"ATP1A2/PDE4B/PDE4D/RGS2/SLC8A1";5
"GO:0006833";"GO:0006833";"water transport";"4/3897";"29/18805";0.137931034482759;0.665587144841744;-0.921427260112851;0.879382524825535;0.997533909668788;0.870010454241336;"AQP4/AQP6/AQP9/MLLT6";4
"GO:0035929";"GO:0035929";"steroid hormone secretion";"4/3897";"29/18805";0.137931034482759;0.665587144841744;-0.921427260112851;0.879382524825535;0.997533909668788;0.870010454241336;"C1QTNF1/PTPN11/SELENOM/SPP1";4
"GO:0045606";"GO:0045606";"positive regulation of epidermal cell differentiation";"4/3897";"29/18805";0.137931034482759;0.665587144841744;-0.921427260112851;0.879382524825535;0.997533909668788;0.870010454241336;"BMP4/NCOA3/NUMA1/ZBED2";4
"GO:0051349";"GO:0051349";"positive regulation of lyase activity";"4/3897";"29/18805";0.137931034482759;0.665587144841744;-0.921427260112851;0.879382524825535;0.997533909668788;0.870010454241336;"ADCYAP1/ADORA3/AVPR2/CACNA1D";4
"GO:0060384";"GO:0060384";"innervation";"4/3897";"29/18805";0.137931034482759;0.665587144841744;-0.921427260112851;0.879382524825535;0.997533909668788;0.870010454241336;"CHD7/EDN1/ITGA4/SERPINE2";4
"GO:0019751";"GO:0019751";"polyol metabolic process";"18/3897";"108/18805";0.166666666666667;0.804251133350441;-1.04305162037942;0.879410508690482;0.997533909668788;0.870010454241336;"ABCA2/AGK/COQ2/CYP2R1/DHFRP1/GALK1/GK/GPD2/GPER1/IMPA1/IMPA2/INPP4B/PLEK/PLPP1/SGPP2/SPHK2/SPTLC1/SYNJ1";18
"GO:0009072";"GO:0009072";"aromatic amino acid metabolic process";"6/3897";"41/18805";0.146341463414634;0.706171726844289;-0.962949320610079;0.87966967213365;0.997533909668788;0.870010454241336;"AFMID/AMDHD1/GCDH/HAL/HGD/THAP4";6
"GO:0035136";"GO:0035136";"forelimb morphogenesis";"6/3897";"41/18805";0.146341463414634;0.706171726844289;-0.962949320610079;0.87966967213365;0.997533909668788;0.870010454241336;"ALDH1A2/HOXA11/MSX1/SHH/SHOX2/ZNF358";6
"GO:0045981";"GO:0045981";"positive regulation of nucleotide metabolic process";"6/3897";"41/18805";0.146341463414634;0.706171726844289;-0.962949320610079;0.87966967213365;0.997533909668788;0.870010454241336;"HIF1A/IFNG/MTOR/PINK1/SLC4A4/TAFAZZIN";6
"GO:1900544";"GO:1900544";"positive regulation of purine nucleotide metabolic process";"6/3897";"41/18805";0.146341463414634;0.706171726844289;-0.962949320610079;0.87966967213365;0.997533909668788;0.870010454241336;"HIF1A/IFNG/MTOR/PINK1/SLC4A4/TAFAZZIN";6
"GO:0008543";"GO:0008543";"fibroblast growth factor receptor signaling pathway";"23/3897";"135/18805";0.17037037037037;0.822123380758228;-1.06045983433755;0.880198177807907;0.997533909668788;0.870010454241336;"AXL/DDR1/DDR2/EPHA6/ERBB2/EXT1/FAM20C/FGF23/FGF7/FGFBP3/FIBP/FLRT1/FRS3/FUZ/GALNT3/GATA3/GPC1/NGFR/OFD1/PTPN11/SHOC2/TBX2/TEK";23
"GO:0033013";"GO:0033013";"tetrapyrrole metabolic process";"10/3897";"64/18805";0.15625;0.753985437516038;-1.00794086709101;0.880234768751815;0.997533909668788;0.870010454241336;"ALAD/ALAS2/ATP5IF1/BLVRB/CUBN/FLVCR1/IBA57/IREB2/NFE2L1/SLC46A1";10
"GO:1901607";"GO:1901607";"alpha-amino acid biosynthetic process";"10/3897";"64/18805";0.15625;0.753985437516038;-1.00794086709101;0.880234768751815;0.997533909668788;0.870010454241336;"AASS/BCAT2/CBS/MRI1/PLOD2/PSAT1/PYCR1/PYCR3/SHMT1/SHMT2";10
"GO:0002088";"GO:0002088";"lens development in camera-type eye";"15/3897";"92/18805";0.16304347826087;0.786767413060213;-1.04822958458438;0.882811301196504;0.997533909668788;0.870010454241336;"ADAMTS9/BMP4/CDKN1C/CRYBG3/FZR1/GATA3/HSF4/SIX3/SIX5/SKI/SLC7A11/SOX11/SPRED2/TGFB1/TGFBR2";15
"GO:1904063";"GO:1904063";"negative regulation of cation transmembrane transport";"15/3897";"92/18805";0.16304347826087;0.786767413060213;-1.04822958458438;0.882811301196504;0.997533909668788;0.870010454241336;"ATP1A2/BCL2/BIN1/CALM3/CBARP/HAMP/KCNRG/MMP9/NEDD4/PPP3CC/PRKCE/TGFB1/TMBIM6/UBQLN1/UBR3";15
"GO:1902807";"GO:1902807";"negative regulation of cell cycle G1/S phase transition";"13/3897";"81/18805";0.160493827160494;0.774464054337461;-1.04001497916578;0.883049514058409;0.997533909668788;0.870010454241336;"APBB1/BCL2/CCL2/CCND1/CTDSP1/E2F7/EZH2/FBXO7/GJC2/KANK2/PRKDC/RB1/ZNF655";13
"GO:0043271";"GO:0043271";"negative regulation of monoatomic ion transport";"22/3897";"130/18805";0.169230769230769;0.816624227709678;-1.07266462621486;0.883212875869102;0.997533909668788;0.870010454241336;"ATP1A2/BCL2/BIN1/CALM3/CBARP/CRBN/GOPC/HAMP/HES1/KCNRG/MMP9/NEDD4/PACSIN3/PPP3CC/PRKCE/PTGS2/PTK2B/SERPINE2/TGFB1/TMBIM6/UBQLN1/UBR3";22
"GO:0008090";"GO:0008090";"retrograde axonal transport";"3/3897";"23/18805";0.130434782608696;0.629413930448171;-0.909206898113418;0.883745097893808;0.997533909668788;0.870010454241336;"AGTPBP1/KIF1C/MAP1A";3
"GO:0032253";"GO:0032253";"dense core granule localization";"3/3897";"23/18805";0.130434782608696;0.629413930448171;-0.909206898113418;0.883745097893808;0.997533909668788;0.870010454241336;"KIF1C/SNAP25/UNC13A";3
"GO:0033762";"GO:0033762";"response to glucagon";"3/3897";"23/18805";0.130434782608696;0.629413930448171;-0.909206898113418;0.883745097893808;0.997533909668788;0.870010454241336;"GJB2/MT-CYB/STK11";3
"GO:0036158";"GO:0036158";"outer dynein arm assembly";"3/3897";"23/18805";0.130434782608696;0.629413930448171;-0.909206898113418;0.883745097893808;0.997533909668788;0.870010454241336;"DNAAF6/DNAH8/ODAD4";3
"GO:0046479";"GO:0046479";"glycosphingolipid catabolic process";"3/3897";"23/18805";0.130434782608696;0.629413930448171;-0.909206898113418;0.883745097893808;0.997533909668788;0.870010454241336;"GBA3/HEXB/M6PR";3
"GO:0061687";"GO:0061687";"detoxification of inorganic compound";"3/3897";"23/18805";0.130434782608696;0.629413930448171;-0.909206898113418;0.883745097893808;0.997533909668788;0.870010454241336;"MT1M/MUC2/SLC39A8";3
"GO:0090370";"GO:0090370";"negative regulation of cholesterol efflux";"3/3897";"23/18805";0.130434782608696;0.629413930448171;-0.909206898113418;0.883745097893808;0.997533909668788;0.870010454241336;"ABCA2/APOE/SHH";3
"GO:0099188";"GO:0099188";"postsynaptic cytoskeleton organization";"3/3897";"23/18805";0.130434782608696;0.629413930448171;-0.909206898113418;0.883745097893808;0.997533909668788;0.870010454241336;"NEFH/POTEE/SRCIN1";3
"GO:1905244";"GO:1905244";"regulation of modification of synaptic structure";"3/3897";"23/18805";0.130434782608696;0.629413930448171;-0.909206898113418;0.883745097893808;0.997533909668788;0.870010454241336;"BAIAP2/STRN4/ZDHHC17";3
"GO:2000272";"GO:2000272";"negative regulation of signaling receptor activity";"3/3897";"23/18805";0.130434782608696;0.629413930448171;-0.909206898113418;0.883745097893808;0.997533909668788;0.870010454241336;"CLEC12B/GPRC5A/ZGPAT";3
"GO:0034440";"GO:0034440";"lipid oxidation";"19/3897";"114/18805";0.166666666666667;0.804251133350441;-1.0718056579016;0.884712057061453;0.997533909668788;0.870010454241336;"ABCD1/ABCD2/ACADVL/AKT1/ALDH1L2/ALOX5/CYGB/DECR1/DECR2/ECH1/ETFB/FMO2/GCDH/MAPK14/MTLN/PEX5/PPARD/SLC25A17/SLC27A2";19
"GO:0010043";"GO:0010043";"response to zinc ion";"8/3897";"53/18805";0.150943396226415;0.728378384921154;-1.01241622597992;0.884832385980412;0.997533909668788;0.870010454241336;"ALAD/CRIP1/D2HGDH/KCNK3/LTA4H/MT1M/P2RX5/SOD2";8
"GO:0098926";"GO:0098926";"postsynaptic signal transduction";"8/3897";"53/18805";0.150943396226415;0.728378384921154;-1.01241622597992;0.884832385980412;0.997533909668788;0.870010454241336;"AGRN/GNA11/ITPR1/JAK2/KPNA1/PRKCB/RELA/RGS8";8
"GO:0043542";"GO:0043542";"endothelial cell migration";"53/3897";"293/18805";0.180887372013652;0.872873243704574;-1.12130752679632;0.88504116077843;0.997533909668788;0.870010454241336;"AAMP/ADAM17/ADAMTS9/ADGRA2/AKT1/APOE/ATOH8/BCAR1/BSG/CARD10/CORO1B/CSNK2B/CXCL13/DAB2IP/EDN1/EGR3/EMC10/FBXW7/GATA3/GIPC1/GPX1/GRN/HDAC5/HIF1A/HRG/HSPB1/JUP/LPXN/MEF2C/MMRN1/MYH9/NR4A1/NRP2/NUS1/PDCD10/PDGFB/PIK3CG/PLEKHG5/PLK2/PTGS2/PTK2B/RAB13/RRAS/S100A9/SEMA4A/SOX18/SRF/TEK/TGFB1/TNFSF12/VASH1/VEGFA/ZNF580";53
"GO:0051321";"GO:0051321";"meiotic cell cycle";"53/3897";"293/18805";0.180887372013652;0.872873243704574;-1.12130752679632;0.88504116077843;0.997533909668788;0.870010454241336;"ACTR3/ANAPC1/ANAPC10/ANAPC2/ANAPC7/ASPM/ATM/AURKA/BAG6/BCL2L11/BRCA2/BRDT/BRME1/BTBD18/CDC27/EDN1/EHMT2/EME2/ERCC4/FAM9A/FANCM/FBXO5/FOXJ2/FZR1/INCENP/KLHDC3/LFNG/MAPK15/MNS1/MSX1/MUS81/MYH9/NBN/NCAPH2/NUF2/NUMA1/P3H4/RAD51AP1/SHCBP1L/SLX4/SUN2/SYCE1/SYCE1L/TERB1/TUBG1/TUBGCP3/UBR2/WASHC5/WEE2/YTHDC2/YTHDF2/ZFP42/ZW10";53
"GO:1901606";"GO:1901606";"alpha-amino acid catabolic process";"16/3897";"98/18805";0.163265306122449;0.787837844914717;-1.0766127408311;0.88776805902847;0.997533909668788;0.870010454241336;"AASS/AFMID/AMDHD1/ARG1/BCAT2/CBS/GAD2/GPT/HAL/HGD/KYAT3/MCCC2/SARDH/SCLY/SHMT1/SLC25A21";16
"GO:0030534";"GO:0030534";"adult behavior";"26/3897";"152/18805";0.171052631578947;0.825415636859663;-1.1049265874515;0.887957099985168;0.997533909668788;0.870010454241336;"AGTPBP1/ATP1A2/BBS1/BTBD9/CCND2/CEND1/CHD7/CNP/DRD4/EHMT2/GABRG2/GRIN2D/LGI4/MAFG/NLGN2/NPC1/NRXN2/OXR1/PAX5/SHANK2/SHANK3/SLC7A11/SNCG/SPTBN4/TPGS1/ZFHX2";26
"GO:0007632";"GO:0007632";"visual behavior";"9/3897";"59/18805";0.152542372881356;0.736094257642776;-1.03800912601523;0.888132792276108;0.997533909668788;0.870010454241336;"ABCA7/ATP1A2/DYNLRB1/HIF1A/HMGCR/MEIS2/PIAS1/SLC7A11/SYNGAP1";9
"GO:1901019";"GO:1901019";"regulation of calcium ion transmembrane transporter activity";"9/3897";"59/18805";0.152542372881356;0.736094257642776;-1.03800912601523;0.888132792276108;0.997533909668788;0.870010454241336;"AHNAK/CACNB3/CALM3/CBARP/SLC9A1/STAC2/STIM2/UBQLN1/VMP1";9
"GO:0061844";"GO:0061844";"antimicrobial humoral immune response mediated by antimicrobial peptide";"23/3897";"136/18805";0.169117647058824;0.816078355899712;-1.1005819829895;0.888364009002459;0.997533909668788;0.870010454241336;"B2M/CCL18/CCL2/CCL7/CX3CL1/CXCL1/CXCL10/CXCL13/CXCL2/CXCL3/CXCL6/CXCL8/CXCL9/FAU/GNLY/H2BC21/HAMP/HRG/MMP7/PF4/PGLYRP3/PPBP/S100A9";23
"GO:0050709";"GO:0050709";"negative regulation of protein secretion";"12/3897";"76/18805";0.157894736842105;0.761922126331996;-1.0632837300415;0.888913067567873;0.997533909668788;0.870010454241336;"APOE/BMP8A/DRD4/F2RL1/HMGCR/IL1B/MIDN/PFKL/PTPN11/RAB11FIP3/RAB11FIP5/RHBDF1";12
"GO:0071715";"GO:0071715";"icosanoid transport";"10/3897";"65/18805";0.153846153846154;0.742385661554253;-1.06370830176968;0.891646089108763;0.997533909668788;0.870010454241336;"ABCC4/ABCC6/ACSL4/BDKRB2/DRD4/EDN1/IL1B/OXT/PTGS2/SYK";10
"GO:0048665";"GO:0048665";"neuron fate specification";"5/3897";"36/18805";0.138888888888889;0.670209277792034;-1.01262757394424;0.89350230684766;0.997533909668788;0.870010454241336;"DLL1/EHMT2/FKBP8/FOXA1/ISL2";5
"GO:0071604";"GO:0071604";"transforming growth factor beta production";"5/3897";"36/18805";0.138888888888889;0.670209277792034;-1.01262757394424;0.89350230684766;0.997533909668788;0.870010454241336;"CD46/CX3CL1/HIF1A/LUM/PTGS2";5
"GO:1901381";"GO:1901381";"positive regulation of potassium ion transmembrane transport";"5/3897";"36/18805";0.138888888888889;0.670209277792034;-1.01262757394424;0.89350230684766;0.997533909668788;0.870010454241336;"AKAP7/AKAP9/ANO6/KCNMB1/KCNN4";5
"GO:0044060";"GO:0044060";"regulation of endocrine process";"6/3897";"42/18805";0.142857142857143;0.689358114300378;-1.03041969707181;0.893555499756352;0.997533909668788;0.870010454241336;"C1QTNF1/F2RL1/FOXL2/PTPN11/RAB8B/SPP1";6
"GO:0060306";"GO:0060306";"regulation of membrane repolarization";"6/3897";"42/18805";0.142857142857143;0.689358114300378;-1.03041969707181;0.893555499756352;0.997533909668788;0.870010454241336;"AKAP7/AKAP9/CACNA1D/CACNB3/SCN4B/SNTA1";6
"GO:0060421";"GO:0060421";"positive regulation of heart growth";"6/3897";"42/18805";0.142857142857143;0.689358114300378;-1.03041969707181;0.893555499756352;0.997533909668788;0.870010454241336;"BASP1/EDN1/MAPK14/MEF2C/PIM1/TBX2";6
"GO:0099622";"GO:0099622";"cardiac muscle cell membrane repolarization";"6/3897";"42/18805";0.142857142857143;0.689358114300378;-1.03041969707181;0.893555499756352;0.997533909668788;0.870010454241336;"AKAP9/CACNA1D/KCNJ3/SCN2B/SCN4B/SNTA1";6
"GO:2000300";"GO:2000300";"regulation of synaptic vesicle exocytosis";"7/3897";"48/18805";0.145833333333333;0.703719741681636;-1.05080535233838;0.894828266421232;0.997533909668788;0.870010454241336;"DVL1/GIT1/LRRK2/P2RX1/PRKCB/STXBP5/SYT5";7
"GO:0000097";"GO:0000097";"sulfur amino acid biosynthetic process";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"CBS/MRI1";2
"GO:0002091";"GO:0002091";"negative regulation of receptor internalization";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"ANKRD13B/DLG4";2
"GO:0003356";"GO:0003356";"regulation of cilium beat frequency";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"BBS1/MKKS";2
"GO:0006570";"GO:0006570";"tyrosine metabolic process";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"HGD/THAP4";2
"GO:0006577";"GO:0006577";"amino-acid betaine metabolic process";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"SHMT1/TMLHE";2
"GO:0007000";"GO:0007000";"nucleolus organization";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"SUV39H1/USP36";2
"GO:0030728";"GO:0030728";"ovulation";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"MMP2/NRIP1";2
"GO:0031054";"GO:0031054";"pre-miRNA processing";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"DICER1/TUT7";2
"GO:0031645";"GO:0031645";"negative regulation of nervous system process";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"CTSC/EIF2AK3";2
"GO:0034310";"GO:0034310";"primary alcohol catabolic process";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"ALDH3B1/SULT1A1";2
"GO:0036159";"GO:0036159";"inner dynein arm assembly";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"DNAAF6/DNAH2";2
"GO:0042693";"GO:0042693";"muscle cell fate commitment";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"MEF2C/TBX2";2
"GO:0043649";"GO:0043649";"dicarboxylic acid catabolic process";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"ALDH1L2/GAD2";2
"GO:0045542";"GO:0045542";"positive regulation of cholesterol biosynthetic process";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"MBTPS2/PAQR3";2
"GO:0098885";"GO:0098885";"modification of postsynaptic actin cytoskeleton";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"ABI3/BAIAP2";2
"GO:0098915";"GO:0098915";"membrane repolarization during ventricular cardiac muscle cell action potential";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"KCNJ3/SCN2B";2
"GO:0099159";"GO:0099159";"regulation of modification of postsynaptic structure";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"BAIAP2/STRN4";2
"GO:0106120";"GO:0106120";"positive regulation of sterol biosynthetic process";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"MBTPS2/PAQR3";2
"GO:0110156";"GO:0110156";"mRNA methylguanosine-cap decapping";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"CNOT7/PAN3";2
"GO:1902033";"GO:1902033";"regulation of hematopoietic stem cell proliferation";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"N4BP2L2/PIM1";2
"GO:1902969";"GO:1902969";"mitotic DNA replication";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"BRCA2/LIG1";2
"GO:2000345";"GO:2000345";"regulation of hepatocyte proliferation";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"FBXW7/XBP1";2
"GO:2001212";"GO:2001212";"regulation of vasculogenesis";"2/3897";"17/18805";0.117647058823529;0.567706682365017;-0.911681914017649;0.895058192847096;0.997533909668788;0.870010454241336;"HEY1/RRAS";2
"GO:0007156";"GO:0007156";"homophilic cell adhesion via plasma membrane adhesion molecules";"29/3897";"169/18805";0.171597633136095;0.828045545579743;-1.14805069039442;0.895262848163684;0.997533909668788;0.870010454241336;"BSG/CD84/CDH1/CDH11/CDH4/CDH8/CDHR5/CEACAM5/CLSTN1/DSC1/DSC2/DSG2/EMB/HMCN1/HMCN2/L1CAM/MYPN/PCDH11Y/PCDHA7/PCDHB2/PCDHGA10/PCDHGA4/PCDHGA6/PCDHGB4/PECAM1/PKD1/PLXNB2/PLXNB3/SDK2";29
"GO:0007588";"GO:0007588";"excretion";"4/3897";"30/18805";0.133333333333333;0.643400906680352;-0.999381995873943;0.8954631672366;0.997533909668788;0.870010454241336;"ABCG2/EDN1/MLLT6/NPR1";4
"GO:0015721";"GO:0015721";"bile acid and bile salt transport";"4/3897";"30/18805";0.133333333333333;0.643400906680352;-0.999381995873943;0.8954631672366;0.997533909668788;0.870010454241336;"ABCC4/AKR1C1/AQP9/SLC51B";4
"GO:0034508";"GO:0034508";"centromere complex assembly";"4/3897";"30/18805";0.133333333333333;0.643400906680352;-0.999381995873943;0.8954631672366;0.997533909668788;0.870010454241336;"CENPA/CENPE/KNTC1/RB1";4
"GO:0099623";"GO:0099623";"regulation of cardiac muscle cell membrane repolarization";"4/3897";"30/18805";0.133333333333333;0.643400906680352;-0.999381995873943;0.8954631672366;0.997533909668788;0.870010454241336;"AKAP9/CACNA1D/SCN4B/SNTA1";4
"GO:0120316";"GO:0120316";"sperm flagellum assembly";"8/3897";"54/18805";0.148148148148148;0.714889896311503;-1.07269906767412;0.89685708243588;0.997533909668788;0.870010454241336;"CEP128/CEP131/CFAP97D1/FSIP2/IQCG/MNS1/POC1B/TPGS1";8
"GO:2000772";"GO:2000772";"regulation of cellular senescence";"8/3897";"54/18805";0.148148148148148;0.714889896311503;-1.07269906767412;0.89685708243588;0.997533909668788;0.870010454241336;"ABI3/B2M/FBXO5/FZR1/HMGA2/PLK2/TBX2/VASH1";8
"GO:0003407";"GO:0003407";"neural retina development";"14/3897";"88/18805";0.159090909090909;0.767694263652693;-1.11677011087654;0.897275093349381;0.997533909668788;0.870010454241336;"BSG/GDF11/HES1/NRL/PRDM1/RDH13/ROM1/SAMD11/SDK2/SIX3/SLC17A7/SMARCA4/SMARCD3/SOX8";14
"GO:0050810";"GO:0050810";"regulation of steroid biosynthetic process";"14/3897";"88/18805";0.159090909090909;0.767694263652693;-1.11677011087654;0.897275093349381;0.997533909668788;0.870010454241336;"APOE/ARMC5/BMP2/DDX20/DGKQ/EGR1/GFI1/IFNG/INSIG1/MBTPS2/NFKB1/NR1D1/PAQR3/STARD4";14
"GO:0170035";"GO:0170035";"L-amino acid catabolic process";"12/3897";"77/18805";0.155844155844156;0.75202703378223;-1.11476835374348;0.898902480919326;0.997533909668788;0.870010454241336;"AASS/AFMID/AMDHD1/ARG1/CBS/GAD2/GPT/HAL/HGD/KYAT3/MCCC2/SHMT1";12
"GO:0032543";"GO:0032543";"mitochondrial translation";"22/3897";"132/18805";0.166666666666667;0.804251133350441;-1.15387776686187;0.899057332900159;0.997533909668788;0.870010454241336;"AARS2/AURKAIP1/CHCHD1/GADD45GIP1/HARS1/MRPL11/MRPL23/MRPL34/MRPL38/MRPL4/MRPL41/MRPL49/MRPL57/MRPS10/MRPS26/MTIF2/PTCD1/PTCD3/QRSL1/RARS2/SHMT2/TRUB2";22
"GO:0043616";"GO:0043616";"keratinocyte proliferation";"9/3897";"60/18805";0.15;0.723826020015396;-1.09545941830219;0.899356618787141;0.997533909668788;0.870010454241336;"BCL11B/EPPK1/FGF7/KRT2/NFKBIZ/PPARD/PTPRK/WNT16/ZEB1";9
"GO:0034763";"GO:0034763";"negative regulation of transmembrane transport";"24/3897";"143/18805";0.167832167832168;0.809875267150094;-1.166831581189;0.900566934629365;0.997533909668788;0.870010454241336;"AKT1/ATP1A2/BCL2/BIN1/CALM3/CBARP/CRBN/GOPC/HAMP/IL1B/KCNRG/MMP9/NEDD4/OAZ3/PPP3CC/PRKCB/PRKCE/RGS2/SELENOS/SLC43A1/TGFB1/TMBIM6/UBQLN1/UBR3";24
"GO:0022618";"GO:0022618";"protein-RNA complex assembly";"40/3897";"228/18805";0.175438596491228;0.846580140368885;-1.19163114642736;0.900592744870078;0.997533909668788;0.870010454241336;"ATM/ATR/BOP1/CELF4/DDX20/DHX29/DHX9/DICER1/EIF3B/EIF3C/EIF3G/FAU/HSP90AB1/HTATSF1/LSM4/NCBP1/NOL3/NOP2/NOP53/PIH1D1/PRKDC/PRPF31/PRPF6/PTBP2/PUF60/RPS15/RRP7A/RRP7BP/RRS1/RUVBL2/SART1/SETX/SF3A2/SF3B1/SHQ1/SRPK1/SRPK3/TSSC4/XAB2/XRCC5";40
"GO:0003081";"GO:0003081";"regulation of systemic arterial blood pressure by renin-angiotensin";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"F2RL1/PCSK5/SUCNR1";3
"GO:0010839";"GO:0010839";"negative regulation of keratinocyte proliferation";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"EPPK1/PTPRK/ZEB1";3
"GO:0014821";"GO:0014821";"phasic smooth muscle contraction";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"EDN1/P2RX2/TBX2";3
"GO:0030431";"GO:0030431";"sleep";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"BTBD9/KCNA2/PER3";3
"GO:0042430";"GO:0042430";"indole-containing compound metabolic process";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"AFMID/BTBD9/GCDH";3
"GO:0043576";"GO:0043576";"regulation of respiratory gaseous exchange";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"ATP1A2/CC2D1A/NLGN2";3
"GO:0046597";"GO:0046597";"host-mediated suppression of symbiont invasion";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"IFITM3/TRIM11/TRIM26";3
"GO:0060307";"GO:0060307";"regulation of ventricular cardiac muscle cell membrane repolarization";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"AKAP9/SCN4B/SNTA1";3
"GO:0072574";"GO:0072574";"hepatocyte proliferation";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"FBXW7/RPS6KA1/XBP1";3
"GO:0072575";"GO:0072575";"epithelial cell proliferation involved in liver morphogenesis";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"FBXW7/RPS6KA1/XBP1";3
"GO:0098743";"GO:0098743";"cell aggregation";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"MAPK14/PKD1/THRA";3
